,Gene,ProteinGroup,m_00h,m_01h,m_02h,m_03h,m_04h,m_05h,m_06h,m_08h,m_10h,m_12h,m_14h,m_16h,m_18h,m_20h,p_00h,p_01h,p_02h,p_03h,p_04h,p_05h,p_06h,p_08h,p_10h,p_12h,p_14h,p_16h,p_18h,p_20h,ms_00h,ms_01h,ms_02h,ms_03h,ms_04h,ms_05h,ms_06h,ms_08h,ms_10h,ms_12h,ms_14h,ms_16h,ms_18h,ms_20h,ps_00h,ps_01h,ps_02h,ps_03h,ps_04h,ps_05h,ps_06h,ps_08h,ps_10h,ps_12h,ps_14h,ps_16h,ps_18h,ps_20h,n
1073,FBgn0020622,FBtr0331208;FBtr0331205,45.7193060095,36.7295329901,3.78891942185,3.99522960365,4.24835044455,5.33539113542,7.02737393903,7.7812103691,8.90425911996,9.59166609952,8.9525786929,8.02288681283,9.50914121431,7.95535650929,,,,0.0298599341409,0.0260446726662,0.0293704878095,0.0265306062249,0.0221466658788,0.0261609844739,0.0206016313471,0.0245107619148,0.0275600437839,0.0251902882808,0.0240960595806,7.92510710143,6.36679573989,0.656781452687,0.692543812829,0.736420458141,0.92485100643,1.21814384271,1.34881587094,1.5434881529,1.66264512204,1.55186399724,1.39070871376,1.64834003714,1.37900282985,,,,0.00507124862387,0.00442328538953,0.00498812372403,0.00450581369917,0.00376126914182,0.0044430391536,0.00349886888984,0.00416277433981,0.00468064776879,0.00427818139771,0.00409234355347,11
1075,FBgn0086676,FBtr0089591;FBtr0089593;FBtr0089592;FBtr0089590;FBtr0089589,45.6338135726,54.8906532112,63.212539201,13.6450262069,11.0156489033,13.9284705729,16.5283241712,12.5843626888,12.6228807472,14.6436281346,17.2364327338,27.670104196,21.6016264286,23.8099867168,0.196445959367,0.16636686724,0.131865584575,0.111028987764,0.127297028507,0.122273763527,0.106489704802,0.14873469976,0.106276986899,0.0979322001647,0.0952898144681,0.0967105358766,0.0934046264453,0.0687586227811,7.91028761315,9.51489301861,10.9574310515,2.36526543226,1.9094821197,2.41439843873,2.86506403306,2.18140717383,2.18808399737,2.53836576819,2.9878094701,4.79641005958,3.74448385056,4.12728694472,0.0333633120691,0.0282548428461,0.0223953328615,0.0188565587168,0.0216194341753,0.0207663102033,0.0180856316155,0.0252602915304,0.018049504765,0.0166322716244,0.0161835032257,0.0164247908138,0.015863333157,0.0116775900949,14
1076,FBgn0067864,FBtr0301625;FBtr0072781;FBtr0072779,34.0793595175,35.3623888158,33.1509496468,39.0532598792,41.0072170332,36.7916039149,31.0196883141,28.1183963586,24.387088926,23.3538620819,21.4427169514,24.225195373,17.4698765218,16.7173776408,,,0.113679179622,0.140198662067,0.170508035961,0.140825106534,0.123587150214,0.129588136932,0.103911719939,0.109817081178,0.0928855166999,0.0681438875563,0.0899172237572,0.0727924567801,5.90740756362,6.12981130267,5.74647450708,6.76959679,7.10830096266,6.37755528044,5.37703595261,4.87411822514,4.22732338917,4.04822107738,3.71693805566,4.19926032657,3.0282752423,2.89783506842,,,0.0193066528714,0.0238105773683,0.0289581563926,0.0239169692855,0.0209893686467,0.0220085435549,0.0176478007037,0.0186507351012,0.0157751703845,0.0115731868116,0.0152710516738,0.0123626744966,12
1077,FBgn0032246,FBtr0304117;FBtr0080020,51.7261757971,48.046439015,24.471702428,26.8399038273,28.0906963732,32.058037221,32.5085787098,28.4759667385,42.4458910666,50.3359363041,67.1192400459,76.2601102919,56.6840490174,42.5435725482,0.33869373885,0.263705799124,0.206402718469,0.350178554082,0.307734502004,0.285563051562,0.300892401375,0.283014339805,0.258692291846,0.223330379866,0.205341080493,0.245938975357,0.261721082541,0.232584584425,8.96635401801,8.32849857688,4.2419905205,4.65250090147,4.8693166354,5.55702613651,5.63512420632,4.93610043365,7.35768457746,8.72536617632,11.6346290519,13.2191320118,9.82576505672,7.37461694742,0.0575219003816,0.0447863570162,0.0350543138193,0.0594724188645,0.0522639521721,0.0484984737551,0.0511019270573,0.0480656144282,0.0439348902392,0.037929215658,0.0348740110062,0.0417689364098,0.0444492835587,0.0395008993701,14
1078,FBgn0026370,FBtr0087384;FBtr0087383;FBtr0330628;FBtr0087385,71.1326431733,71.2266615747,45.1344492095,26.7561215839,27.0083630309,31.4753238643,35.1710591804,32.779191405,28.735664765,27.9173482723,26.0741517643,27.4037126171,19.7323742442,20.2671218497,0.401687511301,0.384818396115,0.640183311586,0.62685429068,0.629215654559,0.646135509795,0.725133865035,0.741097465476,0.650155683011,0.619282313942,0.600684133966,0.461305118866,0.584017978982,0.537903079419,12.330323112,12.3466205139,7.82372645541,4.63797786272,4.68170207154,5.45601704069,6.09664571062,5.68203293656,4.98111718595,4.83926801076,4.51976338547,4.75023302896,3.42046266447,3.51315724834,0.0682204196866,0.0653554610178,0.108725247771,0.106461519438,0.106862560622,0.109736136705,0.123152787204,0.125863958179,0.110418901033,0.10517553614,0.102016922522,0.078345549531,0.0991864335082,0.091354530067,14
1080,FBgn0042693,FBtr0305034;FBtr0305033;FBtr0305032;FBtr0083553;FBtr0083552;FBtr0336466;FBtr0083554;FBtr0306646;FBtr0290319;FBtr0290320;FBtr0336467;FBtr0290321,32.0516099116,33.3887904733,23.3097253465,10.3391552142,9.5454749803,10.0035173614,9.81411039713,8.55257579269,12.22635864,13.1899903842,16.0968406732,15.6572085575,13.1429549889,11.1606630828,0.131996337781,0.0900011399943,0.118286766498,0.138061725333,0.161191382109,0.152745115274,0.159825303832,0.142021400797,0.140698256408,0.130171647511,0.0907759015316,0.101474245984,0.129656440846,0.103601425016,5.55591200946,5.78770247373,4.04057029731,1.79221688959,1.65463822957,1.73403652417,1.70120421308,1.4825264219,2.11934979202,2.28638830257,2.79026952647,2.71406251665,2.27823506102,1.93461926644,0.0224175392742,0.0152853035505,0.0200891803375,0.0234476516692,0.0273758666326,0.0259413986642,0.0271438593364,0.0241201413892,0.0238954257509,0.0221076438143,0.0154168848314,0.0172338333995,0.0220201439197,0.0175951019035,14
1081,FBgn0029913,FBtr0071041,10.7414350048,16.492309334,21.730322779,9.1978324291,7.24034016551,7.73365335645,8.26827414479,9.13725677748,9.63807450191,9.81999032034,8.53410001651,7.04126999452,7.14243844092,3.97611054312,0.205862141779,0.178308342925,0.164516806944,0.107846025378,0.10288130661,0.081420216872,0.113755289697,0.084203113477,0.0939276392715,0.0939432515947,0.0712741583519,0.0648945727965,0.0460348864072,0.0432929721504,1.86194914722,2.8588211246,3.76679242105,1.59437693753,1.25505997949,1.34057221084,1.43324481189,1.58387659165,1.67068967896,1.70222345474,1.47932378132,1.22055262223,1.23808943202,0.689229663608,0.0349625052178,0.0302829180538,0.0279406386793,0.0183159817167,0.0174728009145,0.0138279662915,0.0193195789921,0.0143005982977,0.0159521588076,0.0159548103195,0.0121048149588,0.0110213408857,0.00781831444237,0.00735264265503,14
1082,FBgn0262473,FBtr0330155;FBtr0085059;FBtr0330154,98.5899098305,143.527436438,239.61031828,103.953435024,48.1504760384,61.7650175377,85.4834026335,128.295696021,118.601583221,116.168201317,84.259806786,58.478559273,74.7184719901,29.9631208911,0.23536748103,0.476429556937,0.866854728611,0.67152505035,0.592604756725,0.360002608437,0.236034907846,0.242527682744,0.285563051562,0.321933909927,0.345485099429,0.307535444884,0.25871180725,0.201477030509,17.0898393419,24.8794307054,41.5346950932,18.0195671815,8.34653263349,10.7065137648,14.8179222389,22.2391199772,20.5587164694,20.1369075248,14.6058208536,10.1368302765,12.9519002947,5.1938877223,0.0399735313763,0.0809142017388,0.147221886988,0.114048158024,0.100644765084,0.0611408827631,0.0400868835125,0.0411895810473,0.0484984737551,0.0546755022965,0.0586753080827,0.0522301453947,0.0439382046291,0.034217761797,14
1083,FBgn0266848,FBtr0339498;FBtr0309240;FBtr0305147;FBtr0077368,86.7172642523,101.369168806,131.698400068,121.263860536,118.015083585,76.2838495594,66.4472478484,71.770957842,68.1407114925,67.1807595373,52.5034545638,43.3655783894,45.0319747463,27.9199943125,0.0572191644181,0.0508181119184,0.0641393266632,0.146092314063,0.112720973287,0.137298673038,0.139570266059,0.158084529798,0.16444655149,0.122180089588,0.133793706486,0.123971603672,0.122111785674,0.109803420395,15.0318031205,17.5716035453,22.8289538211,21.0202027581,20.4570510497,13.2232470401,11.5181441224,12.4409702884,11.8116936515,11.6452930055,9.10108960373,7.51710564415,7.80596325717,4.83972668246,0.00971779132012,0.00863067141801,0.0108930739948,0.0248115231318,0.019143916325,0.0233180590224,0.023703854012,0.0268482157533,0.0279287068755,0.0207504011316,0.0227227945882,0.0210546621286,0.0207388007668,0.0186484150282,14
1084,FBgn0032393,FBtr0080290,31.6795481456,13.7361424448,2.42363271184,14.6918546904,17.2511516113,16.7299221877,17.862585162,16.5713541069,19.7130337333,21.3857531613,28.3085640281,39.831864532,26.0493349011,33.5750778243,3.23854225677,2.95929634147,2.94081525392,2.09913539642,2.1054388719,1.88067996446,1.75984058313,1.95659488588,1.66353206457,2.08422562779,1.63500054398,1.75605459476,1.51183882957,1.9828040734,5.49141782526,2.38105976526,0.420118993317,2.5467254887,2.9903608798,2.90000957383,3.09634841107,2.87252295749,3.41711012844,3.70706379953,4.90708239891,6.90456220836,4.51546156386,5.81999402267,0.550016382671,0.502590776941,0.499452049663,0.356505725705,0.357576273657,0.319404444655,0.298881742113,0.332297421543,0.282525227732,0.353973531786,0.277679589632,0.298238750463,0.256762474686,0.33674864724,14
1085,FBgn0033844,FBtr0332928;FBtr0305993;FBtr0087700;FBtr0087699,54.1582559694,65.3402340741,68.0448330561,12.4516433261,9.79150816624,12.6472300818,21.7669963119,40.7166211876,56.0660785267,53.9564997105,39.4558238432,48.2434021997,41.6349956215,39.9236492182,0.0466886524399,0.0478322551121,0.0526564629716,0.0394868829156,0.053175572717,0.0330302115146,0.0304975023884,0.0449236793055,0.0436091216946,0.0473814492806,0.0546802103625,0.0462632166335,0.0461890580985,0.0506658917675,9.38793731677,11.3262513863,11.7950738263,2.15840124362,1.69728628177,2.19230477632,3.77314950957,7.05792829953,9.71864439474,9.35296434584,6.839378307,8.36264070348,7.21712178656,6.92047241199,0.00792934650554,0.00812356975635,0.00894288695087,0.00670623718397,0.00903104972342,0.00560967127051,0.00517952974339,0.00762959307888,0.00740633577215,0.00804700734861,0.00928658918821,0.00785709280473,0.00784449812294,0.00860481917643,14
1086,FBgn0250848,FBtr0075766,807.399358425,901.792460392,240.269233942,13.1531017992,7.28984487983,5.53165444906,7.73949929961,3.86671694188,5.96990745751,9.44633222299,21.8050411443,42.3688067211,26.5531802413,44.4485329545,38.2677556301,33.8022408954,31.4475122533,22.1837451463,21.0947856052,21.078978128,19.4176317887,23.6544259889,18.4254686512,18.7043437738,19.0987500879,16.3970375633,14.0897313529,12.160048209,139.956769856,156.319123269,41.6489133008,2.27999393633,1.26364125941,0.958871815503,1.3415855623,0.670267083428,1.03483976718,1.63745255817,3.77974430285,7.3443225703,4.60279946619,7.70482789245,6.49918724407,5.74078853675,5.34087424593,3.76756648272,3.58262352376,3.5799388679,3.29778485184,4.01733890901,3.12928126702,3.17664389934,3.24362772014,2.78478357608,2.39292325283,2.06519637502,14
1087,FBgn0003511,FBtr0346861;FBtr0085556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0195546299245,0.0268645147867,,,0.0244403113065,0.021837346726,0.0246188772527,0.0204494111962,0.0260101304012,0.0392126914899,0.0248005656636,0.0407715819585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.00332105186926,0.00456252291114,,,0.00415080939211,0.00370873606118,0.00418113606011,0.00347301664826,0.00441741891932,0.00665967000523,0.0042119930305,0.00692442347408,10
1088,FBgn0033755,FBtr0087826,28.0087979521,31.8478920289,30.4957835968,12.3231697976,10.563856811,11.70060594,12.5879391879,12.4836406372,15.8784434587,18.8422409411,17.4959766121,12.6346218131,15.2930914378,8.51319753232,0.481991447066,0.466262031472,0.491573510412,0.317782983504,0.281470671351,0.301475911953,0.316059773334,0.318120599993,0.303097642022,0.305755640042,0.277261198717,0.232266483341,0.235041573784,0.206467119302,4.85512014347,5.52059900541,5.28622090406,2.13613129768,1.83116726693,2.02821440919,2.18202713378,2.16394774333,2.75241196768,3.26616457078,3.03279950194,2.19011922521,2.65094547873,1.47570048865,0.0818588028732,0.0791874045772,0.0834861683365,0.0539705315551,0.0478034461835,0.0512010273166,0.0536778709229,0.0540278705011,0.0514764531211,0.0519278730317,0.0470885322723,0.039446874814,0.0399181810643,0.0350652513061,14
1091,FBgn0262124,FBtr0346683;FBtr0334938;FBtr0302227;FBtr0302226,75.0285095332,92.2099099301,75.0711286739,26.4793146646,24.5385210672,31.0123610343,38.4255436493,44.8634278106,47.3604294847,54.7071821582,53.2245229355,40.1855408949,54.7437812343,49.9349715729,0.469345465298,0.435535027933,0.49161254122,0.461539303713,0.451293716633,0.427133646527,0.379363840708,0.447546759072,0.411814054417,0.462183312044,0.487943645275,0.401135225369,0.423308627351,0.555681612428,13.0056430338,15.983913051,13.0130307499,4.58999540907,4.25357304259,5.37576582229,6.66078677546,7.77674687935,8.20958384534,9.48308965431,9.22608152885,6.9658694175,9.48943383631,8.65586187461,0.0797110781886,0.073968897608,0.0834927971164,0.0783853222104,0.076645267489,0.0725420527365,0.064429089028,0.0760089046195,0.0699402566293,0.0784946970786,0.0828696918066,0.0681266224512,0.0718924323072,0.0943739393073,14
1092,FBgn0041111,FBtr0332458;FBtr0290040;FBtr0290039;FBtr0290038;FBtr0290041;FBtr0077634;FBtr0077633;FBtr0077632,18.9705386563,24.2805424108,24.0364455639,10.9151339956,9.93889501422,10.5955751546,10.0064534341,10.4027829819,10.5330440653,11.6759231542,9.45757528009,10.5163418183,8.88046739448,9.06162915379,,,0.0646877095145,0.0651853523156,0.0572308736604,0.0617760112433,0.0563351166186,0.0610032012464,0.049442275939,0.0488353468758,0.0586496435285,0.0569810764897,0.0393001204997,0.0513567370677,3.28840404077,4.20885433051,4.16654192851,1.89205859606,1.72283471322,1.83666540966,1.73454547089,1.80324629746,1.82582610297,2.0239358289,1.63940145983,1.82293089068,1.53936403141,1.57076709656,,,0.0109862083523,0.0110707252959,0.00971977995409,0.0104917013724,0.00956764945559,0.0103604515305,0.00839700692685,0.00829392939955,0.00996073610312,0.00967735576279,0.00667451847219,0.0087221485805,12
1093,FBgn0019960,FBtr0335199;FBtr0290271;FBtr0335200,45.6678124125,41.0401359827,29.5317740878,25.4224147748,24.6334559787,32.2042943296,37.0760139807,37.2734201434,36.4305538689,35.8830883071,34.7073562804,38.9084861653,31.4352689795,39.0142738582,9.09359278441,8.61253807673,9.00733469889,5.33570659739,5.57535575805,4.83903956654,4.34529984629,5.02482621227,4.58143623424,5.84622956505,4.9846244801,5.28808901172,4.45731826504,5.27637976934,7.91618106324,7.11400722164,5.11911691075,4.40678954806,4.27002931473,5.58237873591,6.4268556839,6.46107459748,6.3149698973,6.22007074876,6.0162662065,6.74450132621,5.44907381955,6.76283884857,1.54440628289,1.46270657074,1.52975667933,0.906187354991,0.946888063522,0.821836130879,0.737982065259,0.85338912316,0.778086183599,0.992891795965,0.846561479872,0.898100243524,0.757006663546,0.896111609557,14
1094,FBgn0039302,FBtr0084813;FBtr0304692,142.920270252,185.567172851,203.295946853,96.2402283959,80.8372977488,73.6479402596,70.0890968968,54.6839860157,40.5705146241,39.774950085,21.1686988835,19.2397030557,17.902579688,14.0003760875,7.57119612129,5.39874135219,8.32702771676,11.5347746661,12.5989496442,11.7917925363,11.6315710697,10.2705667974,10.7328867173,10.9108672014,9.82971382187,9.25439971306,9.23371338486,9.41091325284,24.7741828906,32.166711346,35.2398645719,16.6825392613,14.0125539595,12.7663314538,12.1494320022,9.47906877277,7.03260179603,6.8946965055,3.66943902899,3.33506171954,3.10328116944,2.42686273345,1.28585072324,0.916892834515,1.41421704583,1.95900332117,2.1397370049,2.00265383675,1.9754426953,1.7442971405,1.82281503831,1.85304227461,1.66942507163,1.57171685604,1.5682036027,1.5982982634,14
1095,FBgn0035951,FBtr0333907;FBtr0076519,26.9168873842,28.7239878595,22.3306768981,18.0481094678,18.3695681698,24.3505911437,24.5042145346,19.3830626395,20.0272498604,21.6220233373,21.0593529845,23.9811605555,18.7122876401,17.0449786655,,,,0.0440618790665,0.0518133975205,0.0544401708938,0.0666568137743,0.0592780395361,0.0510366844427,0.038804234085,0.0432012497518,0.0428753425056,0.0386814821941,0.0368575725397,4.66584543765,4.97909307983,3.87085941393,3.12850769171,3.18423020512,4.22099676571,4.24762625624,3.35991205421,3.47157719449,3.74801950541,3.65048471764,4.15695867691,3.24363811711,2.95462230853,,,,0.00748322961888,0.00879970530523,0.00924582219189,0.0113206302978,0.0100674594594,0.0086677925854,0.00659029982367,0.00733706502229,0.0072817147102,0.00656945231092,0.00625968942661,11
1096,FBgn0003598,FBtr0082736;FBtr0301657,105.819337782,111.571780457,116.432488448,50.6513298286,40.9576654374,36.6065888657,34.1907912933,33.675588343,27.9492745495,26.3152602783,17.3964790499,15.4507890476,16.2810082414,9.55056384848,0.0588565068105,0.0163827913184,0.288279595794,0.547133865493,0.556891567474,0.342565594996,0.442999669949,0.494149543735,0.476039248857,0.388473631278,0.351987632029,0.361538470729,0.348990065981,0.300652361906,18.343007769,19.3401516076,20.1827197649,8.78003733561,7.09971155616,6.34548427569,5.92672344645,5.83741678552,4.84480219726,4.56155778183,3.01555232772,2.67828120529,2.8221936266,1.65552034763,0.00999586863655,0.00278236407142,0.0489598368355,0.0929222365112,0.094579431484,0.0581794753468,0.0752366517622,0.0839236678093,0.0808479139399,0.0659762462545,0.0597796628125,0.0614017252518,0.0592705725169,0.0510611600609,14
1097,FBgn0052576,FBtr0074245;FBtr0100556,6.9794955596,7.77964776165,12.1409852861,6.22022917394,5.54529552299,4.68345070491,5.25315278506,5.5904220512,10.2073839838,10.5262520839,13.718482176,12.9939290623,12.1234401646,10.9498088754,0.172877206002,0.186520424912,0.156814077,0.117451507208,0.102092884289,0.102104593532,0.106152088314,0.108870584086,,0.0996124764458,0.131820699146,,0.0830068192141,,1.20984447603,1.34854500437,2.10455094592,1.07823120475,0.961236395836,0.811841904007,0.910595590253,0.969058749244,1.76937531117,1.82464876269,2.37799848691,2.25240250727,2.1015096275,1.89806923272,0.029360523332,0.0316776133428,0.0266324489678,0.0199473244478,0.0173388995607,0.0173408881947,0.0180282926694,0.0184899871888,,0.0169176405987,0.0223877097647,,0.0140974261941,,11
1098,FBgn0038965,FBtr0345205;FBtr0337044;FBtr0084229,72.046996189,67.5527459451,50.2980223162,15.5677940874,13.1926606461,18.6792606779,30.8328042223,43.1092967404,48.9469426271,48.5133957803,48.7261020992,58.0662943324,50.2708936478,41.1325336404,0.0743107552084,0.105480758417,0.0673183859687,0.0807879177836,0.0773297882014,0.0784148446617,0.081420216872,0.0673359498322,0.0850208089031,0.071506391659,0.0678043195273,0.0653531847896,0.0907524830468,0.0531502026919,12.4888195157,11.7097741269,8.718794064,2.69856317263,2.28685117292,3.23791313492,5.34464096301,7.4726810959,8.48459428773,8.40944211472,8.44631319843,10.0653671661,8.71409150787,7.13002367939,0.0126205340344,0.0179142776553,0.0114329881169,0.0137205800573,0.0131332701589,0.0133175502399,0.0138279662915,0.0114359710679,0.0144394712364,0.0121442561992,0.0115155164265,0.0110992290494,0.0154129075634,0.00902674101649,14
1099,FBgn0004106,FBtr0080051,241.831747344,236.871709182,335.899860533,379.603310708,376.720156631,316.820925586,270.715012163,251.402567297,177.929982106,127.945446338,71.7461234884,46.5050780127,57.4940222885,17.7588723307,1.15238460399,1.31834359928,1.02674443328,2.17032759007,2.07374585586,2.07946386922,2.18451528876,1.85696874865,2.04353601053,1.39751759316,1.13919219091,0.810357634139,1.24184321575,0.56760552425,41.9197635639,41.0599772484,58.2257825507,65.8014557963,65.3016821372,54.9185888062,46.9264661391,43.578795159,30.842860223,22.1784067578,12.4366654349,8.06131492753,9.96616799549,3.07837055076,0.19571472628,0.223900298376,0.174376683811,0.368596620226,0.352193704386,0.35316482064,0.371006181716,0.315377460871,0.34706302875,0.237346778385,0.193474198677,0.137626728096,0.21090788979,0.096399031564,14
1100,FBgn0032170,FBtr0343738;FBtr0079887;FBtr0079886;FBtr0079885;FBtr0343739,39.9138070411,37.4624382287,12.2712949112,16.5392707498,18.1729184869,22.6617515362,23.6222434386,22.2136941544,18.7320157026,19.0433783186,16.7268082356,16.5812999709,17.3835005437,16.9748677319,0.0595356428684,0.054662646499,0.0480156999094,0.0502755836882,0.0521080801203,0.0610676020795,0.0512962393154,0.0444002761713,0.0530897049396,0.0590419031482,0.0468720972371,0.0346876547732,0.0419311872619,0.0471882467813,6.91876634262,6.49383949925,2.12713916577,2.86696154234,3.15014242176,3.92824877947,4.09474302142,3.85058131144,3.24705783238,3.30103026316,2.89946979301,2.87424700022,3.01330259865,2.94246909127,0.0101112094066,0.00928360623726,0.00815472502184,0.00853853137752,0.0088497525934,0.0103713890174,0.00871187397167,0.00754070114054,0.00901646640766,0.010027355341,0.00796050177103,0.00589116240858,0.00712136452464,0.00801419488815,14
1101,FBgn0030692,FBtr0346193;FBtr0074094,67.2915605441,69.7448033467,88.5693962546,50.8483085944,43.5744127393,38.7900521725,33.5616441041,35.6327689313,48.0432092594,47.1793533925,64.4593776451,73.6630618034,53.2929983104,60.3183568778,5.32946166812,5.00023680327,4.59607278721,3.39562174326,3.79871241211,3.18563599663,2.92356363682,3.17492203985,2.47906128076,3.48121630504,2.89144128189,2.99387763729,2.43314153524,3.26268281147,11.6644995491,12.089751235,15.3528566484,8.81418216306,7.55330555038,6.72397166032,5.8176653856,6.17667971693,8.32793872238,8.17819562995,11.1735613708,12.7689526628,9.23795123394,10.4557457267,0.905126750209,0.849212991829,0.780571976058,0.576693907342,0.645152631666,0.541031071529,0.496522128951,0.539211471449,0.421030269163,0.591230821643,0.491066643101,0.508463875925,0.413231509621,0.554116283034,14
1102,FBgn0037051,FBtr0305502;FBtr0078323,146.300264733,141.199040391,189.28420456,147.749711896,140.644195738,124.790761065,101.238351747,103.996898604,102.902317879,99.6565446875,71.1458396919,61.5239608206,57.1669461695,44.2077509009,0.499399187401,0.594536781718,0.762544894431,0.952429774986,0.959084527737,0.994856263201,1.07481087324,1.03433592542,0.955200962349,1.00051573035,0.856784780166,0.765120927754,0.949697618431,0.651736430732,25.3600801974,24.4758202911,32.8110315899,25.6113312554,24.379642031,21.6315651532,17.5489273657,18.0271012748,17.8373637169,17.2747326882,12.332610632,10.6647283471,9.90947174395,7.66309008561,0.0848152387046,0.100972889689,0.129506472729,0.161755486899,0.16288569387,0.16896097064,0.182540026247,0.1756659815,0.162226130271,0.169922143724,0.145511661776,0.129943972202,0.161291472306,0.110687366619,14
1103,FBgn0004057,FBtr0074748;FBtr0340611;FBtr0074749,3.05866140829,3.25817643779,0.955961195541,0.648317930092,0.612601353818,0.626358924682,1.69554698386,1.48794754145,7.03636943699,10.3359853263,10.1929168019,12.9221410032,9.20239216808,7.82875750272,0.0430431749797,0.0382244314333,0.027712849397,0.0405153447044,0.0526057229213,0.0362114175145,0.0497330554581,0.0504180461371,0.0544713955401,0.0373862448331,0.0361610677723,0.0372108013515,0.0402356889657,0.0405440323483,0.530196570408,0.564781040628,0.165708877075,0.112381168487,0.10618996138,0.108574735605,0.293910660845,0.257924816812,1.21970314645,1.79166741272,1.76686753106,2.23995857262,1.59516733492,1.35705781858,0.00731021846373,0.00649182929839,0.00470659944207,0.00688090553409,0.00893426953701,0.00614994997552,0.00844639133704,0.00856272642412,0.0092511252158,0.00634947625024,0.00614139884946,0.00631967988463,0.00683341032618,0.00688577768731,14
1104,FBgn0031881,FBtr0079389,17.1315142308,16.9507083971,16.8086653225,20.2206343891,24.1578128996,15.9193077998,13.469875132,13.3055692251,16.6488160734,19.2047798972,16.1997384538,18.4023883722,14.5610514361,12.0904206587,0.0411111499874,0.0398406971895,0.033573910669,0.0335594692701,0.022325231825,0.0249090713097,0.0207154061522,0.0311543908857,0.0251489156244,0.02434917437,0.0328922376086,0.0314073105211,0.0292953535043,0.0343410611988,2.96962261545,2.93828124739,2.91365911995,3.50509898726,4.18758006795,2.75949550213,2.33490427528,2.30642304878,2.88595042248,3.32900804559,2.80810610369,3.18991934701,2.52405170185,2.09578593782,0.00698209385913,0.00676632707368,0.00570201017439,0.00569955752583,0.00379159580982,0.0042304210386,0.00351819178322,0.00529109210895,0.00427115489103,0.00413533119106,0.00558623853359,0.00533404660264,0.00497536332274,0.00583229884315,14
1107,FBgn0260744,FBtr0347147;FBtr0082508,17.1838571227,18.1057721009,6.79660892972,4.66497636366,4.91667712085,5.0383573791,5.0652885108,3.70673888688,3.54095210825,3.19917239053,2.39652437496,2.33100314979,2.6634527742,2.05914412721,0.460134194628,0.400953732112,0.338859619784,0.428480209401,0.360043590785,0.312675802287,0.269259883092,0.392581623812,0.322351539572,0.23354279076,0.260491612092,0.221146606163,0.200875956067,0.14730812373,2.97869587269,3.13850308717,1.17814241719,0.808639512156,0.85226999635,0.873362378605,0.878030693191,0.642536058387,0.613798133616,0.554553120854,0.415419961511,0.404062336641,0.46169004601,0.356937564669,0.0781466861343,0.0680957986247,0.0575500726962,0.0727707456428,0.061147842982,0.0531031557063,0.0457296323946,0.0666739253381,0.0547464302413,0.0396636359164,0.0442404769921,0.0375583354231,0.0341156785867,0.0250180096254,14
1109,FBgn0029148,FBtr0333076;FBtr0075698,88.2489188453,72.5879834147,105.186405173,192.508284712,200.155815123,214.625288826,224.741771605,287.083844971,300.855131486,271.478496328,310.910521769,261.969772247,192.495500069,118.051292627,0.184256638052,0.228868851511,0.244621685589,0.454338119651,0.421649818014,0.365059049603,0.429534041215,0.585481634279,0.691801555067,0.660401270091,0.941871941442,1.07082973083,0.788636989529,1.23872075112,15.2973042349,12.582595692,18.2332935332,33.3699022889,34.6955457174,37.2037230895,38.9573413421,49.7638835115,52.1510352441,47.0588105314,53.8940635596,45.4105428013,33.3676861647,20.4633276222,0.0312931441092,0.0388698395245,0.0415452150885,0.0771623123205,0.0716107091618,0.061999641198,0.0729497226998,0.0994350127541,0.117491809177,0.112158955755,0.159962401938,0.181863890698,0.133937812086,0.210377587399,14
1110,FBgn0036173,FBtr0333215;FBtr0305648;FBtr0076098;FBtr0290024,29.5965350077,25.8087553725,19.5940212702,22.4735201831,25.0073421586,20.6383877834,19.8600015283,19.1207155149,22.2562555985,22.629997143,32.2153818684,29.6782630213,25.3013361834,25.2533758042,0.103738032843,0.119844095734,0.129535445342,0.0825969957309,0.092846485892,0.0898450167626,0.0634699483073,0.0745410369752,0.0724645979936,0.0741585350575,0.102855936584,0.131272316294,0.0880164234113,0.114073390782,5.13034274227,4.47375886326,3.39648018896,3.89562025198,4.33483974773,3.57751348085,3.44258592013,3.31443610014,3.85795902629,3.92274438782,5.58430067961,5.14450969529,4.38580146035,4.37748787961,0.0176183026331,0.0203536686551,0.0219995947021,0.0140278240052,0.0157685416046,0.015258788431,0.0107793904197,0.0126596438357,0.0123069927455,0.0125946817928,0.0174684922076,0.0222945754072,0.0149482300931,0.0193736035483,14
