,Gene,ProteinGroup,m_00h,m_01h,m_02h,m_03h,m_04h,m_05h,m_06h,m_08h,m_10h,m_12h,m_14h,m_16h,m_18h,m_20h,p_00h,p_01h,p_02h,p_03h,p_04h,p_05h,p_06h,p_08h,p_10h,p_12h,p_14h,p_16h,p_18h,p_20h,ms_00h,ms_01h,ms_02h,ms_03h,ms_04h,ms_05h,ms_06h,ms_08h,ms_10h,ms_12h,ms_14h,ms_16h,ms_18h,ms_20h,ps_00h,ps_01h,ps_02h,ps_03h,ps_04h,ps_05h,ps_06h,ps_08h,ps_10h,ps_12h,ps_14h,ps_16h,ps_18h,ps_20h,n
2264,FBgn0003391,FBtr0071546,31.0839876094,43.6872224568,79.1523100889,119.653518961,98.4662089361,100.783876388,118.348625624,128.4175814,109.763399937,111.152706454,83.1116802008,66.2482167643,78.9834288426,37.6823817348,0.0750913713669,0.0827027692204,0.315505535862,0.747791249035,0.736960199836,0.744942000057,0.738755617001,0.922141868036,0.8121335359,0.834107880761,0.921009974607,0.782079813797,0.731105578647,0.834966558536,5.3881817649,7.57286028929,13.7204736802,20.7410618313,17.0683966972,17.4701473882,20.5148681213,22.2602479156,19.0266820791,19.2675081961,14.4068015125,11.4836435406,13.6911993521,6.53196509639,0.0127531096322,0.0140457879987,0.0535837422484,0.127000793931,0.125161307511,0.126516892999,0.125466231386,0.156611553703,0.137928337581,0.141660340659,0.156419319087,0.132824177065,0.124166990527,0.141806173817,14
2265,FBgn0031312,FBtr0331287;FBtr0077961,53.5597766364,43.0177819442,12.2884285725,13.3470745586,14.2889543319,16.2347466875,18.0178430017,17.8386861908,19.408083889,20.9170767218,22.2215957689,23.5586331539,20.0634766606,20.87261573,0.137263545311,0.145725424469,0.154579563247,0.0787583157715,0.0727846506186,0.0659191315046,0.074140971194,0.0803605304368,0.0843280120624,0.0539874135219,0.0672598397568,0.0611632275589,0.0416185504904,0.0641256658804,9.28419530436,7.45681767571,2.13010916057,2.31361769458,2.47688566017,2.81417452478,3.12326122131,3.0922056993,3.3642493047,3.62582216875,3.85195099847,4.08371664411,3.47785684519,3.6181151812,0.0233120931205,0.0247492126008,0.0262529513191,0.0133758835029,0.0123613487406,0.0111953463578,0.0125916988418,0.0136479949175,0.0143218103934,0.00916892834515,0.0114230449471,0.0103876295281,0.00706826799771,0.0108907539218,14
2267,FBgn0264560,FBtr0087897;FBtr0087898;FBtr0305075,16.686835687,16.4117697762,2.90282773327,11.6807873406,13.2112634082,15.5303843799,20.5512566957,23.8381889886,29.0996136438,28.5032430514,23.2089570901,25.5052417824,20.4795640967,18.7496214626,0.0594751451161,0.037385659371,0.0395967546399,0.0483025763476,0.0413589956177,0.0468252602676,0.0501350727797,0.0555857251064,0.0650136167607,0.0645159739597,0.0625585789422,0.0616140333904,0.0950888058073,0.0966207650184,2.89254084426,2.84486018168,0.503183943307,2.02477900001,2.2900758256,2.69207847361,3.56240994446,4.13217560214,5.04420506054,4.94082858287,4.02310285754,4.42114700366,3.5499825571,3.25010966203,0.0101009347978,0.00634937681854,0.00672489719936,0.00820344655403,0.00702418661144,0.00795254723516,0.00851466776991,0.00944037688168,0.0110415586643,0.0109570417207,0.0106246084092,0.0104641919358,0.0161493650093,0.01640954462,14
2268,FBgn0023521,FBtr0070321,24.5254613301,24.0677911972,22.0903599056,20.6719099887,20.598299567,20.3232747637,17.6183681385,15.5023301112,25.518289419,25.4480271144,25.4443417586,18.8604458898,16.0454912998,7.00503526875,0.0319076854787,,0.0206035828875,0.0442492269446,0.0395889484783,0.0533980483222,0.0553495887185,0.0477698058194,0.0437867118707,0.0424421005377,0.0494403243986,0.0344667404003,0.0435236442253,0.0329379036539,4.25130923274,4.17197546466,3.82920222202,3.5833243098,3.57056448192,3.52289094504,3.05401517732,2.68721547145,4.42340871597,4.41122925968,4.41059043024,3.26932026541,2.78136848839,1.2142715977,0.00541902756084,,0.00349920032883,0.00751504776236,0.00672357144338,0.0090688337688,0.00940027276334,0.00811296370852,0.00743649672065,0.00720813525341,0.00839667548786,0.00585364351439,0.00739181874419,0.00559399420607,13
2269,FBgn0033028,FBtr0345359;FBtr0086072,59.2251814283,62.2234845876,36.1098844439,47.2061737031,49.0366481984,59.2185750571,64.6180332732,62.8236679482,57.0037458393,51.8120324012,41.38574252,37.3024784383,41.7460642921,36.5964035779,0.141900405292,0.10707126384,0.0705520884053,0.0724841133975,0.0578338996429,0.0675837954626,0.0813031244482,0.106485801721,0.108076307144,0.110775287512,0.131955355433,0.0932153270269,0.0978365746852,0.103256002366,10.2662517629,10.7859856726,6.25938419928,8.18284473451,8.50014409199,10.2651065968,11.2010631628,10.8900230658,9.8811821611,8.981236632,7.17391558557,6.46611164025,7.23637472775,6.34371873058,0.0240995921715,0.0181844004358,0.0119821825309,0.0123103071355,0.0098221946034,0.0114780638202,0.0138080799518,0.0180849687375,0.018355091518,0.0188134716475,0.0224105790553,0.0158311835745,0.0166160311136,0.0175364372015,14
2270,FBgn0040232,FBtr0332204;FBtr0332202;FBtr0332205;FBtr0332203,38.9269267243,37.3268153643,10.5126674,21.9876756152,24.1048222731,28.0386364763,29.1838970217,27.8900601658,17.8363417963,14.5739276606,4.68266980211,2.57220583934,4.22797564827,0.9100694692,0.112096480361,0.102407082293,0.321375769374,0.277653458336,0.2766854943,0.227857953585,0.214960223107,0.17857960704,0.197659817494,0.0852862183969,0.0373747307448,0.0459314547662,0.0373786338255,0.0459197455238,6.74769786215,6.47033026827,1.82229395715,3.81140265177,4.17839453065,4.86029243327,5.05881496727,4.83453781719,3.09179931567,2.52628370114,0.811706540223,0.445873057641,0.732888636318,0.157753882171,0.0190378558468,0.0173922612389,0.054580710744,0.0471551515102,0.0469907577689,0.0386981541253,0.0365076738104,0.030328988074,0.0335694671237,0.0144845469397,0.00634752076017,0.00780074817566,0.00634818363816,0.00779875954169,14
2271,FBgn0032729,FBtr0340324;FBtr0340323;FBtr0081186,14.7473166771,14.4195506202,10.9741457273,15.0558891336,15.4904293281,14.3145205311,14.0607280872,17.4157314175,29.66066395,32.6261762111,31.1878603353,43.732400898,36.294289213,46.126725456,0.326092642512,0.315927068587,0.265274837603,0.230074903476,0.213330686876,0.224079771378,0.201545334423,0.235880736154,0.264470802959,0.370730225995,0.440833460109,0.450161823203,0.478287423394,0.61311544629,2.5563394182,2.49952357097,1.90228784789,2.60982819524,2.68515255781,2.48131737368,2.4373243109,3.01888958473,5.14145902508,5.65550887253,5.40618734173,7.58069164145,6.29134941644,7.9957302808,0.0553817987938,0.0536553330712,0.0450528339678,0.0390746688231,0.0362309222499,0.0380564882319,0.0342293621619,0.0400606998319,0.044916281102,0.0629628029161,0.0748687544782,0.0764530328722,0.0812297316616,0.104128188917,14
2273,FBgn0015283,FBtr0333453;FBtr0078368,207.622493849,152.606163854,57.1554364486,68.5969777622,66.6452239727,77.1895802211,84.497254942,89.3392954653,81.8975414574,71.3134472651,71.836046421,80.777921784,56.2809616365,50.8378012277,0.589072468608,0.577480318655,0.551739500828,0.950107441915,1.33942023556,1.12906369625,1.2460195122,1.16649424105,1.08296831209,1.13130796771,0.955044839117,1.06446770913,0.959923690108,0.953405545184,35.9898398299,26.4531616607,9.90747661807,11.8907840702,11.5524618347,13.3802488218,14.6469807536,15.486313042,14.196339447,12.3616641781,12.4522529172,14.0022615705,9.75589280922,8.81236078796,0.100044860504,0.0980761128764,0.0937044325384,0.161361074495,0.227479839517,0.191754030295,0.211617169238,0.198111030211,0.183925441244,0.192135185139,0.162199615151,0.180783399576,0.163028212638,0.161921206396,14
2274,FBgn0031600,FBtr0077460,43.0050156308,16.45259028,2.63580466133,15.455813724,17.1929230087,25.1143648144,30.9492706397,35.2229224204,44.6032376592,42.4488838163,51.9549927705,51.4639363621,38.3486536405,33.2125878382,0.082011533612,0.0800990240237,0.0626444467196,0.0473502246342,0.0513723493909,0.0405842340804,0.0459177939834,0.0484547964985,0.0537668894571,0.0377814317633,0.0452328033043,0.0457870407768,0.0446727112106,0.053524898448,7.45460472873,2.85193611727,0.456897447987,2.67915219616,2.98026737768,4.35339134188,5.36482956411,6.1056358237,7.73164482082,7.35820334872,9.00601776575,8.92089673115,6.64745845514,5.75715903645,0.0139283923068,0.0136035820922,0.010639191725,0.0080417043247,0.00872480009246,0.0068926053306,0.0077984281027,0.00822929879561,0.00913147573877,0.00641659264663,0.00768209301561,0.00777622169006,0.00758697002418,0.00909037730344,14
2275,FBgn0029687,FBtr0342739;FBtr0070618;FBtr0070616;FBtr0070617,108.613500387,101.870239362,104.125517733,98.9299697304,95.5706621623,92.0267139698,95.37991921,110.478923155,104.6926859,93.2398130952,77.9060222687,63.7692230216,66.1191448591,51.4046553181,8.60121914244,9.35451373539,9.98212912682,6.90786754061,6.71954389237,5.88311367854,5.44967655653,6.32513757829,5.7568490149,4.88041222294,5.65810107085,5.25666921134,4.28714394248,4.36657163661,18.8273554076,17.6584604591,18.0493964596,17.1487862368,16.5664748549,15.952157372,16.5334109601,19.1507127924,18.1477109106,16.1624392274,13.5044388075,11.0539281177,11.4612698704,8.91062079601,1.46078422457,1.58871967646,1.69531045711,1.173194609,1.14121074602,0.999155992962,0.925543392273,1.07422692523,0.977711890014,0.828862637563,0.96094107689,0.892764075712,0.728105183221,0.741594750299,14
2276,FBgn0031598,FBtr0077462,27.7512782619,28.6589292673,31.0506413378,19.4741583185,17.4277487361,20.6002565709,19.4185050619,19.7842471143,17.2229163898,15.5920602734,14.5269750329,14.6515298418,11.1746920815,9.5567792662,,0.028314118993,0.0232042056195,0.0254205700475,0.0254469158429,0.0302598047681,0.0264396644424,0.029288913421,0.0270243459452,0.0275573116274,0.0254061286486,0.0268729064104,0.030648161307,0.0278994166588,4.81048098984,4.96781564899,5.38240143274,3.37570282348,3.02097269896,3.57090371422,3.36605573875,3.42945444687,2.9854665108,2.70276953838,2.51814480674,2.53973547131,1.93705109069,1.6565977448,,0.00480871579629,0.00394087593296,0.00431729119907,0.0043217656255,0.00513916047385,0.00449036864202,0.00497426957406,0.00458966776479,0.0046801837542,0.00431483855051,0.00456394809881,0.00520511683376,0.00473828500994,13
2277,FBgn0259718,FBtr0340023;FBtr0299971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819334719962,0.0751343052557,0.098584014657,0.0836078936562,0.080676679981,0.036617533071,0.045699221459,0.0364711675413,0.0596919612542,0.0313678894051,0.0535131892056,0.0486636113209,0.0418800569035,0.0588116213814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139151347471,0.0127604012901,0.0167429722485,0.0141995094044,0.0137016880346,0.00621892243028,0.00776130693531,0.00619406450569,0.0101377576701,0.00532735153495,0.00908838866948,0.00826476276803,0.00711268082298,0.00998824553967,14
2278,FBgn0035980,FBtr0076444,32.9820441426,30.1697586321,32.1504113473,23.2407306188,22.3220350715,13.4382958652,6.40226782334,3.46917330817,4.78896860536,5.68420031865,13.3526714515,20.2655698816,11.9334108155,13.5035122189,0.559916455088,0.588740706741,0.532282643077,0.545962941255,0.605621531168,0.513879617141,0.471823921602,0.560775132863,0.42040083216,0.568620325256,0.51304045477,0.577402257039,0.480773685859,0.569225302778,5.71719597406,5.22970686243,5.57303851527,4.0286105662,3.86936141652,2.32943024048,1.10978627238,0.601355803934,0.830132659821,0.985314525595,2.31458787501,3.51288822602,2.06856943057,2.3407350181,0.0950931619255,0.099988515875,0.0903999857627,0.0927233731145,0.102855463178,0.0872745160441,0.0801320057116,0.0952389950831,0.0713985882053,0.0965713798412,0.0871319972765,0.0980628553166,0.0816519849406,0.0966741259295,14
2279,FBgn0032721,FBtr0308069;FBtr0089315;FBtr0089314,150.640314284,139.948353263,134.349899068,79.9380595801,73.5479727163,49.0078252163,27.8308264491,11.3489241567,21.2052712762,22.5122214798,40.6329816862,41.1641884825,30.6999987785,40.5446787913,2.81579957613,2.46532243637,2.62421685543,4.61714942349,4.26294484157,5.01331212393,4.86031135686,5.21549170898,5.09742351501,4.60348864072,4.15990350865,3.73803902119,3.79512157778,3.60814449242,26.1123960246,24.2590228305,23.2885717679,13.856677604,12.7490028118,8.495147839,4.82427008591,1.96725294582,3.6757785856,3.90232883852,7.04343000409,7.1355108146,5.32162011127,7.0281233435,0.478220067672,0.418696938641,0.445682701578,0.784151517199,0.723995339689,0.851433633092,0.82544881592,0.885770712927,0.865718653757,0.781831444237,0.706495360777,0.634848193325,0.644542783916,0.612787613848,14
2280,FBgn0031673,FBtr0333539;FBtr0301907;FBtr0301906;FBtr0301905;FBtr0079035;FBtr0079034;FBtr0079033,36.5394286849,51.0581480823,78.6901406552,99.0657894833,92.3713388916,87.4056393761,87.184533491,85.2982720373,79.1613501389,76.4336005923,63.5120186494,45.7020713121,56.845692225,28.1709975359,,,,0.0866503451339,0.108429535956,0.124000876778,0.10933309916,0.120993553027,0.128337199538,0.120025588991,0.190686963658,0.174932178039,0.200335379377,0.171762876436,6.33384254986,8.85055630259,13.6403599912,17.172329597,16.0118955801,15.1511279104,15.1128008234,14.7858312049,13.7220407067,13.2492052857,11.0093436221,7.92211959275,9.85378472377,4.88323625428,,,,0.0147162227969,0.018415081976,0.0210596337135,0.0185685382305,0.0205488862229,0.0217960911594,0.0203844924816,0.0323852355962,0.0297095285932,0.0340238699852,0.0291712716661,11
2282,FBgn0036486,FBtr0075646,75.3386846267,54.4916066865,9.56460453223,33.0272973061,28.982034281,41.1915596875,35.7779934598,29.5058556681,15.8879036607,11.2145139843,3.22360450749,2.2054906799,2.88125468308,1.21633710632,0.371826991698,0.584681502717,0.368710381685,0.351665627864,0.391568774346,0.400182873655,0.41527608708,0.266551145022,0.274259729587,0.196047845127,0.0503068083345,0.032352441535,0.0863927418016,0.0349411598706,13.0594096162,9.44572122398,1.6579541974,5.72504027876,5.02382353849,7.14025541268,6.20185332612,5.11462414238,2.75405182444,1.94395392611,0.558788249523,0.382305668545,0.499444412939,0.210843135656,0.0631490716311,0.0992991227663,0.0626197635568,0.0597249753784,0.0665019084999,0.0679648802218,0.0705282294057,0.0452695950702,0.0465787790987,0.0332956985142,0.00854383440143,0.0054945625077,0.0146724728496,0.00593421633397,14
2283,FBgn0036489,FBtr0075645,26.4595044226,36.3552207386,53.8142085252,47.6063842991,44.9580741165,32.2221053249,29.2647905924,33.1256003452,39.374857471,35.9939165825,34.2099873091,25.7427782975,25.4521817026,13.2288515386,0.105584190058,0.128723604537,0.115658041584,0.102967174387,0.101083937905,0.0973935750153,0.0776927747151,0.0969408176434,0.103289178552,0.0840294263818,0.092141979809,0.111940357129,0.102260716764,0.109719504158,4.58656144859,6.30191145047,9.32829921023,8.2522183124,7.79315312382,5.58546614159,5.07283727573,5.74208039116,6.82534337892,6.23928201922,5.9300509353,4.46232222015,4.41194942714,2.29312459928,0.017931843922,0.0218617160803,0.0196427320118,0.0174873842303,0.0171675456006,0.0165407944619,0.0131949178119,0.0164639006151,0.0175420716644,0.0142711002272,0.0156488921275,0.0190113407272,0.0173674033143,0.0186341631514,14
2285,FBgn0036487,FBtr0075642,36.6414059441,35.8017918781,40.9456965456,56.4737576796,54.8833781696,57.2062731644,52.1885484542,51.0148707032,49.0059577851,46.1791321914,37.7505877595,29.8342148141,32.3827123066,18.795109534,0.0734110950858,0.0525159520631,0.0902528887054,0.163010217758,0.152188926261,0.147731607996,0.165389145501,0.168609187155,0.179684178904,0.180968292485,0.186030588273,0.21419131619,0.204958578576,0.277510995887,6.35151956142,6.20597860777,7.09763683637,9.78931259231,9.5136319434,9.91628879071,9.04650293427,8.84305448566,8.49482413346,8.00481460484,6.5437881116,5.17154279726,5.61330618648,3.25799468628,0.0124677406579,0.00891902334326,0.0153280591808,0.0276847677755,0.0258469385508,0.0250899318872,0.0280887919099,0.0286356662509,0.0305165825449,0.0307346694033,0.0315944221552,0.0363770868465,0.0348090489633,0.0471309564636,14
2286,FBgn0262601,FBtr0304118,86.8349367363,76.4500955176,103.637730527,189.083325218,189.26443049,194.14457961,166.333547603,130.343693957,106.82590706,79.7917341213,85.7725417673,63.2994624379,61.8749834308,32.4412901598,0.54135730592,0.766779737091,0.742951428853,1.16629908701,1.05012388722,0.903329018617,1.01741607018,1.11163644051,1.51058984372,1.25099594021,1.49144523243,1.73757350721,1.41884792969,1.49093783193,15.0522007844,13.2520645603,17.9648421174,32.7762106261,32.8076038995,33.6535420343,28.8327031701,22.5941254312,18.5174891868,13.8313131566,14.8680423917,10.9724985585,10.7255755476,5.62346022863,0.0919411770874,0.130225695347,0.126178825224,0.198077886311,0.178347322966,0.153416481796,0.172792405417,0.188794280074,0.256550353729,0.212462338675,0.253298937193,0.295100023185,0.240969406596,0.253212763054,14
2287,FBgn0050481,FBtr0100285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639500272447,0.642837406525,0.657864267576,0.549261044525,0.569400941414,0.503399845213,0.420888717259,0.508473850243,0.471550705946,0.497779408872,0.483903956654,0.535307530692,0.423814076313,0.570845081307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108609244123,0.109176004804,0.111728085062,0.0932835050153,0.096703955439,0.0854946886434,0.071481447954,0.0863564300292,0.0800856042524,0.0845401443391,0.0821836130879,0.0909137162043,0.0719782750068,0.096949220295,14
2288,FBgn0040397,FBtr0331340;FBtr0113327;FBtr0070181;FBtr0331339,21.5077066989,29.1573032,35.9929248693,11.6606285283,7.27233394339,11.1630490086,14.777228762,18.0529365279,17.1729074481,16.3907027559,11.3502342092,10.2761902024,11.2512959483,10.8543732369,0.243723977007,0.153234951914,0.220073258945,0.120287095404,0.118905404803,0.110002477515,0.0678296895525,0.066541672891,0.0428246024553,0.0564580636635,0.0402222233369,0.028343392099,,0.0231236070011,3.72820355276,5.05420512291,6.23911011298,2.02128461744,1.26060586674,1.93503284921,2.5615244592,3.12934442725,2.97679782674,2.84120836789,1.96748003383,1.7813023656,1.95032981038,1.88152616322,0.041392753151,0.0260245898518,0.0373760439761,0.0204289053069,0.0201942464988,0.0186822218056,0.0115198251335,0.0113010753971,0.00727309729634,0.00958853011225,0.00683112339711,0.0048136873812,,0.00392718750249,13
2290,FBgn0031708,FBtr0079130,20.9052995627,21.8814466936,15.0371527911,19.7798740579,24.4628450257,18.9926794703,17.7242659232,18.8983049979,20.8225972359,19.8770425816,31.2435799311,32.0710958051,23.6686698887,26.5219454712,0.137966099853,0.154712267994,0.147003683428,0.13391275045,0.129420304458,0.15252654275,0.130706369579,0.134408441711,0.124693673618,0.161636333319,0.171630171689,0.200511018013,0.134373313984,0.218861352359,3.6237806844,3.79298864565,2.60658038739,3.42869640953,4.24045515464,3.29224198883,3.0723717833,3.27588286474,3.60944484132,3.445539862,5.41584592589,5.55928974648,4.10279070678,4.59738514739,0.0234314111585,0.0262754891707,0.0249663051422,0.0227430123668,0.0219800398014,0.0259042774968,0.0221984580988,0.0228271978714,0.0211772945566,0.0274514347234,0.0291487338144,0.0340536994947,0.0228212319695,0.0371702203605,14
2292,FBgn0003231,FBtr0100289;FBtr0081253,207.28174239,234.307996102,317.865635129,127.712518459,99.7754671682,68.0217313642,56.7400703303,50.096689263,43.806847312,41.7866954529,44.2936786838,50.0187240312,42.707321254,51.9078927284,0.33120762989,0.251526235511,0.269328187006,0.167163095722,0.180357460341,0.127681481965,0.106620458009,0.110845542967,0.0555057119502,0.0682082883894,0.0665650913757,0.0536497970333,0.0485601796799,0.0448171251999,35.9307730583,40.6155763485,55.0996815598,22.1380304148,17.2953470299,11.7910693171,9.83547594131,8.68389445267,7.59359638248,7.24341784213,7.67798503793,8.67037975033,7.40300158717,8.99785331816,0.0562505003986,0.0427178462512,0.0457412327595,0.0283900699559,0.0306309289981,0.0216847276572,0.0181078380281,0.0188254034513,0.00942678788291,0.0115841242984,0.011305052665,0.00911158939909,0.00824719650132,0.00761149650977,14
2293,FBgn0263977,FBtr0345179;FBtr0113895,186.898142972,168.65034177,227.449198261,226.324484086,234.207361889,198.310134871,180.981063325,206.129011295,233.158110194,223.479742069,268.53546815,247.872698221,220.031177299,192.891161992,0.332651769783,0.330134282672,0.304496896487,0.294093234634,0.311007235248,0.267495690574,0.219530730715,0.233476438386,0.210245301509,0.295851572531,0.234178992929,0.295297335059,0.319917968698,0.335202433081,32.3974252759,29.2343024835,39.4266539387,39.2316929677,40.5981321441,34.3756105532,31.3717428231,35.7309555592,40.4162520417,38.7385777582,46.5486581353,42.9669181879,38.1407942934,33.4362712632,0.0564957652545,0.0560682089516,0.0517140948802,0.0499471936003,0.052819775366,0.0454300115436,0.0372839039356,0.0396523669906,0.0357069171995,0.0502458201343,0.0397716850287,0.0501516914599,0.0543331258151,0.0569289560204,14
2294,FBgn0000259,FBtr0307896;FBtr0299569;FBtr0100540;FBtr0073561;FBtr0073560;FBtr0073558;FBtr0308085;FBtr0308084;FBtr0333204;FBtr0073562,48.915925183,37.841478449,19.4415803446,22.260422658,22.4265615048,31.9148186021,41.9830268532,51.2161407263,52.7202722773,49.8356680503,48.4596466256,39.7112799393,37.4279592504,30.0677133178,1.00732660633,0.777103385787,0.955474178004,0.919800019561,0.915448084477,0.764320796192,0.764574496443,0.826243172965,0.890917221696,0.654995503194,0.884965023488,0.963573070649,0.846870954953,0.869899131629,8.47921764078,6.55954334745,3.37005567014,3.85868135555,3.88748030877,5.53220023706,7.27745045352,8.87794317117,9.13867336758,8.63864833573,8.40012509213,6.88365975172,6.4878628207,5.21201805401,0.171078865815,0.131979007629,0.16227253173,0.15621382691,0.155474717952,0.129808082214,0.129851169284,0.140324641511,0.151308529791,0.11124086974,0.150297640857,0.163648003558,0.143827951684,0.147738931819,14
2295,FBgn0037855,FBtr0302935;FBtr0082329,27.5529324977,31.2633164132,36.4886977004,15.9991322213,14.3066728174,13.9276433849,14.1071706199,15.1783326662,14.5084911279,13.2290837349,10.9623636167,12.9269935466,10.1093414982,6.84543980657,,,0.054362109278,0.0498072139931,0.0474809778408,0.0451176624209,0.0359508868717,0.0478322551121,0.0474419470329,0.0406751758629,0.0541981798847,0.0487709460427,0.0490714832637,0.0561516718213,4.77609920319,5.41926710061,6.32504870496,2.77333248141,2.47995702996,2.41425505175,2.44537478407,2.63105288552,2.51494075709,2.29316484881,1.90024550523,2.2407997255,1.75238036381,1.18660689233,,,0.0092325646321,0.00845898601883,0.00806391073733,0.00766253811493,0.00610570286975,0.00812356975635,0.00805728195744,0.00690805038775,0.00920472375656,0.00828299191273,0.00833403351789,0.0095364941901,12
2296,FBgn0262526,FBtr0332472;FBtr0304854,60.5797494811,57.5050771646,9.74161475776,2.13046994386,1.56539993297,1.30346494731,1.05511504391,1.09332574023,1.39823122441,1.36462987179,1.92799406992,1.81124448008,1.28742153708,1.1609969216,2.35589956635,1.80605305971,1.11399780439,0.797731167775,0.731964256422,0.624044072509,0.453186710817,0.316315425126,0.174696041651,0.138939918511,0.0329076547777,0.0284682906843,0.101659642321,0.060464576097,10.5010562215,9.96808427736,1.68863762455,0.36930137299,0.271350622049,0.225946109248,0.182896471035,0.189520015598,0.24237314984,0.236548601273,0.334203662056,0.313965975084,0.223165101497,0.201250319639,0.400113154217,0.306730217504,0.189195321257,0.135482317801,0.124312823685,0.105984247286,0.0769667633137,0.0537212894312,0.0296694244749,0.0235967992168,0.00558885690165,0.00483489947686,0.0172653201039,0.0102689743681,14
2297,FBgn0039531,FBtr0344340;FBtr0085199,10.7803948539,8.20950909931,1.53500370801,3.70742839814,3.93107356205,8.16182959911,11.9750394927,16.345007199,17.2523938981,16.2602513792,17.3977781648,14.53749187,13.0596070924,10.4396549909,0.0611320029126,0.055263720941,0.0442355661618,0.0369635411833,0.0345873455968,0.0358156451222,0.032485341436,,0.0242020282241,0.0343486722063,0.0422001095285,0.0427328800567,0.0424986952092,0.0557750245248,1.86870255195,1.42305832133,0.266081658906,0.642655580118,0.681422832541,1.41479342891,2.0757854571,2.83328737751,2.99057622112,2.81859557644,3.01577751976,2.51996782348,2.26378731314,1.80963779037,0.0103823265042,0.00938568944758,0.0075127276894,0.00627768656402,0.00587412644426,0.00608273414743,0.00551713350323,,0.00411034069088,0.00583359145522,0.00716703681809,0.0072575196636,0.00721774698425,0.00947252646416,13
2298,FBgn0263605,FBtr0075484;FBtr0333565,40.6528369179,38.1929474715,8.86965470602,24.0838558673,28.4197861198,26.9045506471,27.8274037831,32.6353420656,36.3860280812,33.4983132716,26.4372841798,21.6891984222,15.1200736666,10.7774523654,0.269656045792,0.18404587169,0.381721301507,0.37528707282,0.428577786421,0.392809954038,0.392708473938,0.439955266931,0.414331541528,0.569322879798,0.667914700617,0.72324087085,0.555603550813,0.798277599086,7.0468717632,6.62046793028,1.53748973099,4.17476015764,4.92636193453,4.66370695456,4.82367679181,5.65709770633,6.30725167786,5.80668744926,4.58270973213,3.75966381476,2.62095411431,1.86819249308,0.0457969145105,0.0312573486977,0.0648294673334,0.0637367129684,0.0727873175925,0.0667127037004,0.0666954688727,0.0747196069307,0.0703678129323,0.0966906978792,0.113434995884,0.122831291379,0.0943606817476,0.135575120719,14
2301,FBgn0028737,FBtr0345627;FBtr0332947,663.001563894,573.310894101,812.793451049,1105.70086167,1116.16661825,922.699803874,734.854093315,573.822224405,516.389211198,525.136911836,634.879298128,606.811658348,471.910342292,451.212064901,3.03847033535,3.02879069498,3.05722463855,5.98420347106,6.48321235038,6.46057448179,6.64675143559,6.4527683202,6.37490185839,6.26776229064,6.46779518125,5.99630302152,7.93613417539,4.1345334835,114.926468945,99.3792477344,140.891796336,191.665152333,193.479314643,159.943258252,127.381579069,99.4678831004,89.5122905827,91.0286404685,110.051679986,105.186360042,81.8022041751,78.2143092691,0.51603725695,0.514393319537,0.519222385688,1.01632453288,1.10107348378,1.09722879145,1.12884807153,1.09590303547,1.08267861959,1.06448261879,1.09845511573,1.01837945465,1.34782981523,0.702186653847,14
2303,FBgn0266723,FBtr0087470,21.2257790303,15.5282109605,6.35330544391,24.6363887034,30.1089061792,31.7531412812,36.2316976094,38.1458312866,37.5464846483,32.2383668797,38.654612491,41.7650474746,30.3659506785,26.9080302024,,0.0343092510903,,0.046319616151,,0.0282434732307,0.0391518034296,0.0512942877751,0.0414727704228,0.0333676328491,0.0305896150951,0.0344884024987,0.0385643897703,0.0301983312456,3.6793334547,2.69170172726,1.10129900223,4.27053768108,5.21915853506,5.50417465671,6.28049962003,6.61230068446,6.50840833099,5.58828496311,6.70049418272,7.23966532352,5.26371531784,4.66431010999,,0.00582689638753,,0.00786667139168,,0.00479671770468,0.0066493291086,0.00871154253268,0.00704350950482,0.00566697707267,0.00519517366393,0.00585732248723,0.00654956597124,0.00512872014552,11
2307,FBgn0033879,FBtr0087644;FBtr0087643,360.227465594,295.449383013,268.259714471,106.834955075,80.9923346276,34.809452711,29.4921697732,22.9136846186,27.37709926,36.1148846801,59.0345293343,109.733201185,62.9739603675,83.4766498643,22.7280297628,21.5750596967,18.1458129124,15.7461988412,19.8836596353,15.1775199697,13.1235237027,15.3601841508,13.8383729498,15.3279837343,15.0684288616,14.0950005119,13.9515622928,16.2746759805,62.4427948471,51.2139883082,46.5008582531,18.519057594,14.0394284678,6.03396387555,5.11225179265,3.97191953554,4.74561979827,6.26025095364,10.2332036177,19.0214473464,10.9160751567,14.4700663327,3.86000481829,3.66419066032,3.0817860591,2.6742486714,3.37693248374,2.57766734839,2.22882780663,2.60869003828,2.35023391033,2.60322129487,2.5591399086,2.39381813812,2.36945737202,2.76400235113,14
